,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
WNT1_FZD9_LRP5_1,wnt1 - (fzd9b+lrp5),WNT,wnt1,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT1_FZD9_LRP5_2,wnt1 - (fzd9a+lrp5),WNT,wnt1,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD1_LRP5,wnt10a - (fzd1+lrp5),WNT,wnt10a,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD10_LRP5,wnt10a - (fzd10+lrp5),WNT,wnt10a,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD2_LRP5,wnt10a - (fzd2+lrp5),WNT,wnt10a,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD3_LRP5_1,wnt10a - (fzd3b+lrp5),WNT,wnt10a,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD3_LRP5_2,wnt10a - (fzd3a+lrp5),WNT,wnt10a,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD4_LRP5,wnt10a - (fzd4+lrp5),WNT,wnt10a,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD5_LRP5,wnt10a - (fzd5+lrp5),WNT,wnt10a,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD6_LRP5,wnt10a - (fzd6+lrp5),WNT,wnt10a,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD7_LRP5_1,wnt10a - (fzd7b+lrp5),WNT,wnt10a,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD7_LRP5_2,wnt10a - (fzd7a+lrp5),WNT,wnt10a,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD8_LRP5_1,wnt10a - (fzd8b+lrp5),WNT,wnt10a,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD8_LRP5_2,wnt10a - (fzd8a+lrp5),WNT,wnt10a,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD9_LRP5_1,wnt10a - (fzd9b+lrp5),WNT,wnt10a,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10A_FZD9_LRP5_2,wnt10a - (fzd9a+lrp5),WNT,wnt10a,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD1_LRP5,wnt10b - (fzd1+lrp5),WNT,wnt10b,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD10_LRP5,wnt10b - (fzd10+lrp5),WNT,wnt10b,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD2_LRP5,wnt10b - (fzd2+lrp5),WNT,wnt10b,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD3_LRP5_1,wnt10b - (fzd3b+lrp5),WNT,wnt10b,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD3_LRP5_2,wnt10b - (fzd3a+lrp5),WNT,wnt10b,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD4_LRP5,wnt10b - (fzd4+lrp5),WNT,wnt10b,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD5_LRP5,wnt10b - (fzd5+lrp5),WNT,wnt10b,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD6_LRP5,wnt10b - (fzd6+lrp5),WNT,wnt10b,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD7_LRP5_1,wnt10b - (fzd7b+lrp5),WNT,wnt10b,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD7_LRP5_2,wnt10b - (fzd7a+lrp5),WNT,wnt10b,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD8_LRP5_1,wnt10b - (fzd8b+lrp5),WNT,wnt10b,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD8_LRP5_2,wnt10b - (fzd8a+lrp5),WNT,wnt10b,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD9_LRP5_1,wnt10b - (fzd9b+lrp5),WNT,wnt10b,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT10B_FZD9_LRP5_2,wnt10b - (fzd9a+lrp5),WNT,wnt10b,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD1_LRP5,wnt16 - (fzd1+lrp5),WNT,wnt16,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD10_LRP5,wnt16 - (fzd10+lrp5),WNT,wnt16,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD2_LRP5,wnt16 - (fzd2+lrp5),WNT,wnt16,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD3_LRP5_1,wnt16 - (fzd3b+lrp5),WNT,wnt16,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD3_LRP5_2,wnt16 - (fzd3a+lrp5),WNT,wnt16,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD4_LRP5,wnt16 - (fzd4+lrp5),WNT,wnt16,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD5_LRP5,wnt16 - (fzd5+lrp5),WNT,wnt16,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD6_LRP5,wnt16 - (fzd6+lrp5),WNT,wnt16,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD7_LRP5_1,wnt16 - (fzd7b+lrp5),WNT,wnt16,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD7_LRP5_2,wnt16 - (fzd7a+lrp5),WNT,wnt16,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD8_LRP5_1,wnt16 - (fzd8b+lrp5),WNT,wnt16,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD8_LRP5_2,wnt16 - (fzd8a+lrp5),WNT,wnt16,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD9_LRP5_1,wnt16 - (fzd9b+lrp5),WNT,wnt16,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT16_FZD9_LRP5_2,wnt16 - (fzd9a+lrp5),WNT,wnt16,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD1_LRP5,wnt2 - (fzd1+lrp5),WNT,wnt2,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD10_LRP5,wnt2 - (fzd10+lrp5),WNT,wnt2,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD2_LRP5,wnt2 - (fzd2+lrp5),WNT,wnt2,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD3_LRP5_1,wnt2 - (fzd3b+lrp5),WNT,wnt2,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD3_LRP5_2,wnt2 - (fzd3a+lrp5),WNT,wnt2,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD4_LRP5,wnt2 - (fzd4+lrp5),WNT,wnt2,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD5_LRP5,wnt2 - (fzd5+lrp5),WNT,wnt2,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD6_LRP5,wnt2 - (fzd6+lrp5),WNT,wnt2,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD7_LRP5_1,wnt2 - (fzd7b+lrp5),WNT,wnt2,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD7_LRP5_2,wnt2 - (fzd7a+lrp5),WNT,wnt2,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD8_LRP5_1,wnt2 - (fzd8b+lrp5),WNT,wnt2,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD8_LRP5_2,wnt2 - (fzd8a+lrp5),WNT,wnt2,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD9_LRP5_1,wnt2 - (fzd9b+lrp5),WNT,wnt2,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2_FZD9_LRP5_2,wnt2 - (fzd9a+lrp5),WNT,wnt2,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD1_LRP5,wnt2bb - (fzd1+lrp5),WNT,wnt2bb,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD10_LRP5,wnt2bb - (fzd10+lrp5),WNT,wnt2bb,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD2_LRP5,wnt2bb - (fzd2+lrp5),WNT,wnt2bb,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD3_LRP5_1,wnt2bb - (fzd3b+lrp5),WNT,wnt2bb,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD3_LRP5_2,wnt2bb - (fzd3a+lrp5),WNT,wnt2bb,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD4_LRP5,wnt2bb - (fzd4+lrp5),WNT,wnt2bb,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD5_LRP5,wnt2bb - (fzd5+lrp5),WNT,wnt2bb,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD6_LRP5,wnt2bb - (fzd6+lrp5),WNT,wnt2bb,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD7_LRP5_1,wnt2bb - (fzd7b+lrp5),WNT,wnt2bb,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD7_LRP5_2,wnt2bb - (fzd7a+lrp5),WNT,wnt2bb,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD8_LRP5_1,wnt2bb - (fzd8b+lrp5),WNT,wnt2bb,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD8_LRP5_2,wnt2bb - (fzd8a+lrp5),WNT,wnt2bb,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD9_LRP5_1,wnt2bb - (fzd9b+lrp5),WNT,wnt2bb,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT2B_FZD9_LRP5_2,wnt2bb - (fzd9a+lrp5),WNT,wnt2bb,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD1_LRP5,wnt3 - (fzd1+lrp5),WNT,wnt3,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD10_LRP5,wnt3 - (fzd10+lrp5),WNT,wnt3,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD2_LRP5,wnt3 - (fzd2+lrp5),WNT,wnt3,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD3_LRP5_1,wnt3 - (fzd3b+lrp5),WNT,wnt3,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD3_LRP5_2,wnt3 - (fzd3a+lrp5),WNT,wnt3,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD4_LRP5,wnt3 - (fzd4+lrp5),WNT,wnt3,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD5_LRP5,wnt3 - (fzd5+lrp5),WNT,wnt3,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD6_LRP5,wnt3 - (fzd6+lrp5),WNT,wnt3,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD7_LRP5_1,wnt3 - (fzd7b+lrp5),WNT,wnt3,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD7_LRP5_2,wnt3 - (fzd7a+lrp5),WNT,wnt3,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD8_LRP5_1,wnt3 - (fzd8b+lrp5),WNT,wnt3,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD8_LRP5_2,wnt3 - (fzd8a+lrp5),WNT,wnt3,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD9_LRP5_1,wnt3 - (fzd9b+lrp5),WNT,wnt3,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3_FZD9_LRP5_2,wnt3 - (fzd9a+lrp5),WNT,wnt3,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD1_LRP5,wnt3a - (fzd1+lrp5),WNT,wnt3a,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD10_LRP5,wnt3a - (fzd10+lrp5),WNT,wnt3a,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD2_LRP5,wnt3a - (fzd2+lrp5),WNT,wnt3a,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD3_LRP5_1,wnt3a - (fzd3b+lrp5),WNT,wnt3a,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD3_LRP5_2,wnt3a - (fzd3a+lrp5),WNT,wnt3a,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD4_LRP5,wnt3a - (fzd4+lrp5),WNT,wnt3a,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD5_LRP5,wnt3a - (fzd5+lrp5),WNT,wnt3a,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD6_LRP5,wnt3a - (fzd6+lrp5),WNT,wnt3a,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD7_LRP5_1,wnt3a - (fzd7b+lrp5),WNT,wnt3a,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD7_LRP5_2,wnt3a - (fzd7a+lrp5),WNT,wnt3a,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD8_LRP5_1,wnt3a - (fzd8b+lrp5),WNT,wnt3a,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD8_LRP5_2,wnt3a - (fzd8a+lrp5),WNT,wnt3a,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD9_LRP5_1,wnt3a - (fzd9b+lrp5),WNT,wnt3a,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT3A_FZD9_LRP5_2,wnt3a - (fzd9a+lrp5),WNT,wnt3a,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD1_LRP5,wnt4 - (fzd1+lrp5),WNT,wnt4,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD10_LRP5,wnt4 - (fzd10+lrp5),WNT,wnt4,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD2_LRP5,wnt4 - (fzd2+lrp5),WNT,wnt4,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD3_LRP5_1,wnt4 - (fzd3b+lrp5),WNT,wnt4,FZD3_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD3_LRP5_2,wnt4 - (fzd3a+lrp5),WNT,wnt4,FZD3_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD4_LRP5,wnt4 - (fzd4+lrp5),WNT,wnt4,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD5_LRP5,wnt4 - (fzd5+lrp5),WNT,wnt4,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD6_LRP5,wnt4 - (fzd6+lrp5),WNT,wnt4,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD7_LRP5_1,wnt4 - (fzd7b+lrp5),WNT,wnt4,FZD7_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD7_LRP5_2,wnt4 - (fzd7a+lrp5),WNT,wnt4,FZD7_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD8_LRP5_1,wnt4 - (fzd8b+lrp5),WNT,wnt4,FZD8_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD8_LRP5_2,wnt4 - (fzd8a+lrp5),WNT,wnt4,FZD8_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD9_LRP5_1,wnt4 - (fzd9b+lrp5),WNT,wnt4,FZD9_LRP5_1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT4_FZD9_LRP5_2,wnt4 - (fzd9a+lrp5),WNT,wnt4,FZD9_LRP5_2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6B_FZD1_LRP5,wnt6b - (fzd1+lrp5),WNT,wnt6b,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6B_FZD10_LRP5,wnt6b - (fzd10+lrp5),WNT,wnt6b,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT6B_FZD2_LRP5,wnt6b - (fzd2+lrp5),WNT,wnt6b,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
